"","X","Y","OBJECTID","Call_Taken","Location","Latitude","Longitude","Ward","Community","Neighborho","Tow_Zone","Day","Snow_Emerg","distances_m","time_s"
"138",-93.2793359999564,44.9677169997398,138,"02/13/2019 12:45am","100 15TH ST W,Minneapolis,MN",44.967717,-93.279336,7,"Central","Loring Park",3,1,"Westminster",2606.5,288.8
"139",-93.2816559999244,44.9680319998769,139,"02/13/2019 12:45am","214 15TH ST E,Minneapolis,MN",44.968032,-93.281656,7,"Central","Loring Park",3,1,"Westminster",2442.7,279
"140",-93.2787580002815,44.9675320002017,140,"02/13/2019 12:52am","19 15th Street West,Minneapolis,MN",44.967532,-93.278758,7,"Central","Loring Park",3,1,"Westminster",2687.8,298.1
"141",-93.2251209999342,44.9700310003304,141,"02/13/2019 12:54am","908 Fulton st se,Minneapolis,MN",44.970031,-93.225121,2,"University","Prospect Park - East River Road",4,1,"Westminster",7215.2,673
"142",-93.2361169997997,44.9816860000089,142,"02/13/2019 12:54am","1306 5TH ST SE,Minneapolis,MN",44.981686,-93.236117,3,"University","Marcy Holmes",4,1,"Westminster",5904,655.4
"143",-93.2273389996951,44.9401639998687,143,"02/13/2019 12:55am","3436 31st ave s,Minneapolis,MN",44.940164,-93.227339,12,"Longfellow","Howe",6,1,"Westminster",8121.9,749.9
"144",-93.2696910003394,44.9484020002521,144,"02/13/2019 12:55am","4TH & LAKE ST ,Minneapolis,MN",44.948402,-93.269691,6,"Phillips","Phillips West",3,1,"Westminster",5544.7,565.9
"145",-93.2637919999008,44.9952430001644,145,"02/13/2019 12:55am","700 block 2nd st ne,Minneapolis,MN",44.995243,-93.263792,3,"Northeast","St. Anthony West",2,1,"Westminster",3830.2,423
"146",-93.2959950001691,45.0260030004382,146,"02/13/2019 12:56am","3901Fremont ave n ,Minneapolis,MN",45.026003,-93.295995,4,"Camden","Webber - Camden",1,1,"Westminster",6739.9,523.5
"147",-93.2620529997461,44.993141000357,147,"02/13/2019 12:58am","500 block 2nd st ne,Minneapolis,MN",44.993141,-93.262053,3,"Northeast","St. Anthony West",2,1,"Westminster",4201.7,446.6
"148",-93.2273399997412,44.9401009996615,148,"02/13/2019 12:58am","3438 31st ave s,Minneapolis,MN",44.940101,-93.22734,12,"Longfellow","Howe",6,1,"Westminster",8115.2,749.4
"149",-93.2954940004477,45.0186379998439,149,"02/13/2019 01:00am","3500 FREMONT AVE N ,Minneapolis,MN",45.018638,-93.295494,4,"Camden","Folwell",1,1,"Westminster",5270.9,508.1
"150",-93.2270820004339,44.9483769999986,150,"02/13/2019 01:02am","3000 31st ave so,Minneapolis,MN",44.948377,-93.227082,2,"Longfellow","Longfellow",4,1,"Westminster",7414.2,722.7
"151",-93.2353749997564,44.9876839996169,151,"02/13/2019 01:03am","1108 Como Avenue se,Minneapolis,MN",44.987684,-93.235375,2,"University","Como",4,1,"Westminster",5745.6,681.8
"152",-93.2769299996198,44.9357949998394,152,"02/13/2019 01:03am","3700 block of 1st Ave so ,Minneapolis,MN",44.935795,-93.27693,8,"Southwest","King Field",5,1,"Westminster",6301.2,625.8
"153",-93.2793359999564,44.9677169997398,153,"02/13/2019 01:04am","100 BLOCK OF 15TH ST W,Minneapolis,MN",44.967717,-93.279336,7,"Central","Loring Park",3,1,"Westminster",2606.5,288.8
"154",-93.2793339998641,44.9687990001738,154,"02/13/2019 01:04am","1396 lasalle av,Minneapolis,MN",44.968799,-93.279334,7,"Central","Loring Park",3,1,"Westminster",2731.5,300.6
"155",-93.271359999964,45.0038569999007,155,"02/13/2019 01:05am","1598 Marshall st ne,Minneapolis,MN",45.003857,-93.27136,3,"Northeast","Sheridan",2,1,"Westminster",4714.2,475.8
"156",-93.2769299996198,44.9357949998394,156,"02/13/2019 01:06am","3700 block of 1st Ave so ,Minneapolis,MN",44.935795,-93.27693,8,"Southwest","King Field",5,1,"Westminster",6301.2,625.8
"157",-93.29618700003,44.9445830004052,157,"02/13/2019 01:06am","3200 Fremont Ave,Minneapolis,MN",44.944583,-93.296187,10,"Calhoun Isle","CARAG",5,1,"Westminster",5136.7,510.8
"158",-93.2431559997495,44.9609400001809,158,"02/13/2019 01:07am","2199 MINNEHAHA AVE ,Minneapolis,MN",44.96094,-93.243156,6,"Longfellow","Seward",4,1,"Westminster",5523.4,618.4
"159",-93.2728809999581,45.0161100001764,159,"02/13/2019 01:08am","2630 Mashall st ne,Minneapolis,MN",45.01611,-93.272881,1,"Northeast","Marshall Terrace",2,1,"Westminster",5820.2,582.5
"160",-93.2758619998314,44.9756899995938,160,"02/13/2019 01:10am","2221 1 9 ST S,Minneapolis,MN",44.97569,-93.275862,7,"Central","Downtown West",3,1,"Westminster",1863.2,249.1
"161",-93.2284689996446,45.0133469995644,161,"02/13/2019 01:11am","2500 Mckinley st ne,Minneapolis,MN",45.013347,-93.228469,1,"Northeast","Audubon Park",2,1,"Westminster",8455.6,796.5
"162",-93.279494000048,44.9578600002389,162,"02/13/2019 01:11am","2435 BLAISDELL AVE S,Minneapolis,MN",44.95786,-93.279494,10,"Powderhorn","Whittier",3,1,"Westminster",3987.4,428.1
"163",-93.2955890003321,45.0149549999733,163,"02/13/2019 01:12am","3298 fremont ave n,Minneapolis,MN",45.014955,-93.295589,4,"Camden","Folwell",1,1,"Westminster",4866,474.9
"164",-93.2951960001952,45.006138999915,164,"02/13/2019 01:13am","2600 block of Fremont avenue North,Minneapolis,MN",45.006139,-93.295196,5,"Near North","Jordan",1,1,"Westminster",3891.6,397.7
"165",-93.2791769998187,44.9615440001555,165,"02/13/2019 01:14am","2109 blaisdell Ave s ,Minneapolis,MN",44.961544,-93.279177,10,"Powderhorn","Whittier",3,1,"Westminster",3396,374.4
"166",-93.2425230002362,45.013320000118,166,"02/13/2019 01:14am","1151 Lowry ave ne,Minneapolis,MN",45.01332,-93.242523,1,"Northeast","Audubon Park",2,1,"Westminster",7351.1,708.1
"167",-93.2270820004339,44.9483769999986,167,"02/13/2019 01:16am","3000 31st av s,Minneapolis,MN",44.948377,-93.227082,2,"Longfellow","Longfellow",4,1,"Westminster",7414.2,722.7
"168",-93.2945110000825,44.9992739998953,168,"02/13/2019 01:17am","1106 west Broadway ,Minneapolis,MN",44.999274,-93.294511,5,"Near North","Jordan",1,1,"Westminster",3193.7,342
"169",-93.2290870002648,45.0130890002572,169,"02/13/2019 01:17am","2210 lowry ave ne,Minneapolis,MN",45.013089,-93.229087,1,"Northeast","Windom Park",2,1,"Westminster",8406.7,792.5
"170",-93.2793040002794,44.9605930003667,170,"02/13/2019 01:18am","2201 blaisdell ,Minneapolis,MN",44.960593,-93.279304,10,"Powderhorn","Whittier",3,1,"Westminster",3889.4,405.6
"171",-93.2791870002798,44.9581920002607,171,"02/13/2019 01:18am","2427 Blaisdell Ave ,Minneapolis,MN",44.958192,-93.279187,10,"Powderhorn","Whittier",3,1,"Westminster",3761.7,405.1
"172",-93.279494000048,44.9578600002389,172,"02/13/2019 01:19am","2435 BLAISDELL AVE ,Minneapolis,MN",44.95786,-93.279494,10,"Powderhorn","Whittier",3,1,"Westminster",3987.4,428.1
"173",-93.2270820004339,44.9483769999986,173,"02/13/2019 01:19am","3000 31st av s,Minneapolis,MN",44.948377,-93.227082,2,"Longfellow","Longfellow",4,1,"Westminster",7414.2,722.7
"174",-93.2270820004339,44.9483769999986,174,"02/13/2019 01:19am","3000 31st ave,Minneapolis,MN",44.948377,-93.227082,2,"Longfellow","Longfellow",4,1,"Westminster",7414.2,722.7
"175",-93.2284289995986,45.0170139995964,175,"02/13/2019 01:20am","2700 Mckinley st ne,Minneapolis,MN",45.017014,-93.228429,1,"Northeast","Audubon Park",2,1,"Westminster",8907.6,834.7
"176",-93.2204090002751,44.9269320003116,176,"02/13/2019 01:22am","3600 42nd st,Minneapolis,MN",44.926932,-93.220409,12,"Longfellow","Hiawatha",6,1,"Westminster",9464.7,837.3
"177",-93.2768709995969,44.937563999579,177,"02/13/2019 01:22am","3600 1st st south,Minneapolis,MN",44.937564,-93.276871,8,"Southwest","King Field",5,1,"Westminster",6094,605.4
"178",-93.2787649997049,44.9679780000847,178,"02/13/2019 01:28am","18 W 15TH ,Minneapolis,MN",44.967978,-93.278765,7,"Central","Loring Park",3,1,"Westminster",2651.7,292.9
"179",-93.2287180003354,44.972550999629,179,"02/13/2019 01:29am","610 Delaware st se,Minneapolis,MN",44.972551,-93.228718,2,"University","University of Minnesota",4,1,"Westminster",7735.9,719.2
"180",-93.2792749998413,44.957628000332,180,"02/13/2019 01:32am","2451 Blaisdell,Minneapolis,MN",44.957628,-93.279275,10,"Powderhorn","Whittier",3,1,"Westminster",3961.9,426
"181",-93.2787649997049,44.9679780000847,181,"02/13/2019 01:33am","18 15 St W,Minneapolis,MN",44.967978,-93.278765,7,"Central","Loring Park",3,1,"Westminster",2651.7,292.9
"182",-93.3078449998468,44.9965849999978,182,"02/13/2019 01:33am","1700 Penn Ave n,Minneapolis,MN",44.996585,-93.307845,5,"Near North","Willard - Hay",1,1,"Westminster",3469.1,363.3
"183",-93.2712199998031,45.0051890001723,183,"02/13/2019 01:35am","1701 marshall st ne,Minneapolis,MN",45.005189,-93.27122,3,"Northeast","Sheridan",2,1,"Westminster",4860.1,487.5
"184",-93.2443760002521,44.9669690003192,184,"02/13/2019 01:36am","620 20TH AVE S,Minneapolis,MN",44.966969,-93.244376,6,"University","Cedar Riverside",4,1,"Westminster",5385.2,590.8
"185",-93.2796289999783,44.9562600001989,185,"02/13/2019 01:39am","2531 BLAIDELL AVE,Minneapolis,MN",44.95626,-93.279629,10,"Powderhorn","Whittier",3,1,"Westminster",4161.1,430.4
"186",-93.2708180001505,45.0024800002519,186,"02/13/2019 01:39am","1435 marshall avenue ne,Minneapolis,MN",45.00248,-93.270818,3,"Northeast","Sheridan",2,1,"Westminster",4601.3,475.4
"187",-93.2348289997585,44.9808829998506,187,"02/13/2019 01:40am","1416 5th st se,Minneapolis,MN",44.980883,-93.234829,3,"University","Marcy Holmes",4,1,"Westminster",6095,666.2
"188",-93.3079930003767,44.9850410000421,188,"02/13/2019 01:41am","620 penn ave n ,Minneapolis,MN",44.985041,-93.307993,5,"Near North","Near - North",1,1,"Westminster",2135.9,247.6
"189",-93.3079189996621,45.0103859997142,189,"02/13/2019 01:42am","2922 Penn Ave N,Minneapolis,MN",45.010386,-93.307919,5,"Near North","Jordan",1,1,"Westminster",4954.6,479.1
"190",-93.244365999791,44.9668130003197,190,"02/13/2019 01:46am","626 20th ave s,Minneapolis,MN",44.966813,-93.244366,6,"University","Cedar Riverside",4,1,"Westminster",5447.1,598.4
"191",-93.2770269995963,44.9448069999431,191,"02/13/2019 01:47am","3200 1st ave so ,Minneapolis,MN",44.944807,-93.277027,8,"Powderhorn","Lyndale",5,1,"Westminster",5301.1,544.9
"192",-93.2792820001641,44.9560939997384,192,"02/13/2019 01:47am","2537 BLAISDELL AVE S,Minneapolis,MN",44.956094,-93.279282,10,"Powderhorn","Whittier",3,1,"Westminster",4142.3,428.9
"193",-93.3079189996621,45.0103859997142,193,"02/13/2019 01:48am","2922 penn ave n ,Minneapolis,MN",45.010386,-93.307919,5,"Near North","Jordan",1,1,"Westminster",4954.6,479.1
"194",-93.2377539997473,45.0204360000214,194,"02/13/2019 01:49am","1500 block 29th avenue ne,Minneapolis,MN",45.020436,-93.237754,1,"Northeast","Audubon Park",2,1,"Westminster",8528.5,802.3
"195",-93.3079300001693,45.0108230000814,195,"02/13/2019 01:51am","2938 Penn Ave n,Minneapolis,MN",45.010823,-93.30793,5,"Near North","Jordan",1,1,"Westminster",5002.4,483.4
"196",-93.2660899997537,44.9678210000392,196,"02/13/2019 01:52am","629 15 st e,Minneapolis,MN",44.967821,-93.26609,6,"Central","Elliot Park",3,1,"Westminster",3044.7,390.2
"197",-93.2791870002798,44.9581920002607,197,"02/13/2019 01:53am","2427 BLAISDELL AVE ,Minneapolis,MN",44.958192,-93.279187,10,"Powderhorn","Whittier",3,1,"Westminster",3761.7,405.1
"198",-93.236485999729,45.0204469996294,198,"02/13/2019 01:53am","1600 block of 29th avenue ne,Minneapolis,MN",45.020447,-93.236486,1,"Northeast","Audubon Park",2,1,"Westminster",8627.5,810.2
"199",-93.2766049999208,44.9413580000717,199,"02/13/2019 01:53am","3398 1ST AVE S,Minneapolis,MN",44.941358,-93.276605,8,"Powderhorn","Lyndale",5,1,"Westminster",5674,572
"200",-93.2791250001186,44.958338999845,200,"02/13/2019 01:54am","2423 BLAISDELL AVE S,Minneapolis,MN",44.958339,-93.279125,10,"Powderhorn","Whittier",3,1,"Westminster",3745,402.1
"201",-93.307886999985,45.0157210002241,201,"02/13/2019 01:56am","3322 Penn Ave n ,Minneapolis,MN",45.015721,-93.307887,4,"Camden","Folwell",1,1,"Westminster",5596.9,546
"202",-93.2770269995963,44.9448069999431,202,"02/13/2019 01:57am","3200 BLOCK 1ST AVE S,Minneapolis,MN",44.944807,-93.277027,8,"Powderhorn","Lyndale",5,1,"Westminster",5301.1,544.9
"203",-93.2770269995963,44.9448069999431,203,"02/13/2019 02:00am","3200 1ST AVE S,Minneapolis,MN",44.944807,-93.277027,8,"Powderhorn","Lyndale",5,1,"Westminster",5301.1,544.9
"204",-93.2766730003586,44.946668000328,204,"02/13/2019 02:00am","3100 BLOCK 1ST AVE N,Minneapolis,MN",44.946668,-93.276673,8,"Powderhorn","Lyndale",5,1,"Westminster",5081.3,522.5
"205",-93.2240700000305,44.9711800002569,205,"02/13/2019 02:01am","1000 block of Essex st se,Minneapolis,MN",44.97118,-93.22407,2,"University","Prospect Park - East River Road",4,1,"Westminster",7239.6,682.6
"206",-93.2770269995963,44.9448069999431,206,"02/13/2019 02:01am","3200 1st ave s,Minneapolis,MN",44.944807,-93.277027,8,"Powderhorn","Lyndale",5,1,"Westminster",5301.1,544.9
"207",-93.2292679996185,44.9419870002999,207,"02/13/2019 02:01am","3337 minnehaha ave,Minneapolis,MN",44.941987,-93.229268,2,"Longfellow","Longfellow",6,1,"Westminster",7668.6,754
"208",-93.2792880004408,44.9534500001175,208,"02/13/2019 02:03am","2705 BLAISDELL AVE,Minneapolis,MN",44.95345,-93.279288,10,"Powderhorn","Whittier",3,1,"Westminster",4694.7,482.9
"209",-93.2790829999804,44.9548800004117,209,"02/13/2019 02:04am","2609 Blaisdell Ave,Minneapolis,MN",44.95488,-93.279083,10,"Powderhorn","Whittier",3,1,"Westminster",4230.7,443.3
"210",-93.3088640000735,45.015994000223,210,"02/13/2019 02:04am","3333 Penn Ave n,Minneapolis,MN",45.015994,-93.308864,4,"Camden","Cleveland",1,1,"Westminster",5577.6,532.1
"211",-93.2769749998963,44.9764300004442,211,"02/13/2019 02:08am","9 St & Hennepin Ave,Minneapolis,MN",44.97643,-93.276975,7,"Central","Downtown West",3,1,"Westminster",1746.4,231.8
"212",-93.2377539997473,45.0204360000214,212,"02/13/2019 02:09am","1500 block 29th avenue ne,Minneapolis,MN",45.020436,-93.237754,1,"Northeast","Audubon Park",2,1,"Westminster",8528.5,802.3
"213",-93.2316709998167,44.9442090002452,213,"02/13/2019 02:09am","3210 minnehaha,Minneapolis,MN",44.944209,-93.231671,9,"Longfellow","Longfellow",6,1,"Westminster",7350.5,747.9
"214",-93.266164999615,45.0131830000954,214,"02/13/2019 02:11am","2500 2nd street ne,Minneapolis,MN",45.013183,-93.266165,1,"Northeast","Marshall Terrace",2,1,"Westminster",5745.3,567.6
"215",-93.2290820000342,44.9417829998856,215,"02/13/2019 02:12am","3347 minnehaha,Minneapolis,MN",44.941783,-93.229082,2,"Longfellow","Longfellow",6,1,"Westminster",7686.8,752.9
"216",-93.3085289999134,45.0173719999179,216,"02/13/2019 02:14am","3415 Penn Ave N,Minneapolis,MN",45.017372,-93.308529,4,"Camden","Cleveland",1,1,"Westminster",5730.9,544.4
"217",-93.2243650001446,44.9351620003261,217,"02/13/2019 02:16am","3721 minnehaha av s,Minneapolis,MN",44.935162,-93.224365,12,"Longfellow","Howe",6,1,"Westminster",8557.3,784.8
"218",-93.2273409997873,44.939973000054,218,"02/13/2019 02:16am","3442 31st Avenue South,Minneapolis,MN",44.939973,-93.227341,12,"Longfellow","Howe",6,1,"Westminster",8100.7,748.3
"219",-93.2211949996495,44.9703479996605,219,"02/13/2019 02:17am","2600 essex st se,Minneapolis,MN",44.970348,-93.221195,2,"University","Prospect Park - East River Road",4,1,"Westminster",7396.7,703.7
"220",-93.2793289996336,44.953233000003,220,"02/13/2019 02:19am","2717 BLAISDELL AVE S,Minneapolis,MN",44.953233,-93.279329,10,"Powderhorn","Whittier",3,1,"Westminster",4670.2,481
"221",-93.2271970003413,44.9381189999919,221,"02/13/2019 02:19am","3552 minnehaha av s,Minneapolis,MN",44.938119,-93.227197,12,"Longfellow","Howe",6,1,"Westminster",8162.7,753.2
"222",-93.2443239996528,44.965824999724,222,"02/13/2019 02:21am","720 20TH AVE S,Minneapolis,MN",44.965825,-93.244324,6,"University","Cedar Riverside",4,1,"Westminster",5515.8,605.4
"223",-93.2792860003486,44.9526380004434,223,"02/13/2019 02:22am","2743 BLAISDELL AVE S,Minneapolis,MN",44.952638,-93.279286,10,"Powderhorn","Whittier",3,1,"Westminster",4604.7,475.7
"224",-93.2648429998046,44.9789909998348,224,"02/13/2019 02:22am","301 3RD ST S,Minneapolis,MN",44.978991,-93.264843,3,"Central","Downtown West",3,1,"Westminster",2966.4,340.1
"225",-93.2394869996253,44.9462390003296,225,"02/13/2019 02:23am","2231 31st st e,Minneapolis,MN",44.946239,-93.239487,9,"Powderhorn","Corcoran",6,1,"Westminster",7040.2,741.4
"226",-93.2841839995918,44.9759709999618,226,"02/13/2019 02:23am","100 block of 15 st s,Minneapolis,MN",44.975971,-93.284184,5,"Central","North Loop",3,1,"Westminster",1237.4,171.4
"227",-93.3079779996849,45.0213859997641,227,"02/13/2019 02:25am","3628 penn ave n ,Minneapolis,MN",45.021386,-93.307978,4,"Camden","Folwell",1,1,"Westminster",6225.4,599.1
"228",-93.3079619998464,45.0196499997477,228,"02/13/2019 02:27am","3534 PENN AVE N ,Minneapolis,MN",45.01965,-93.307962,4,"Camden","Folwell",1,1,"Westminster",6135.1,584.8
"229",-93.287292999972,44.9717359998166,229,"02/13/2019 02:28am","1700 HENNEPIN AVE ,Minneapolis,MN",44.971736,-93.287293,7,"Central","Loring Park",3,1,"Westminster",2645.7,262.6
"230",-93.3079369995928,45.0184100001214,230,"02/13/2019 02:29am","3454 PENN AVE N ,Minneapolis,MN",45.01841,-93.307937,4,"Camden","Folwell",1,1,"Westminster",6051.5,569.7
"231",-93.2593209996643,44.9897040001396,231,"02/13/2019 02:30am","1-99 2nd st ne,Minneapolis,MN",44.989704,-93.259321,3,"Northeast","St. Anthony West",2,1,"Westminster",3748.9,460
"232",-93.2766730003586,44.946668000328,232,"02/13/2019 02:32am","3100 1st. Ave s,Minneapolis,MN",44.946668,-93.276673,8,"Powderhorn","Lyndale",5,1,"Westminster",5081.3,522.5
"233",-93.2633330003177,44.943325999995,233,"02/13/2019 02:33am","728 e33rd st,Minneapolis,MN",44.943326,-93.263333,9,"Powderhorn","Central",5,1,"Westminster",5947.9,646.2
"234",-93.2593209996643,44.9897040001396,234,"02/13/2019 02:33am","1-99 2nd st ne,Minneapolis,MN",44.989704,-93.259321,3,"Northeast","St. Anthony West",2,1,"Westminster",3748.9,460
"235",-93.261858999793,45.0101390000149,235,"02/13/2019 02:36am","2200 4th street ne,Minneapolis,MN",45.010139,-93.261859,1,"Northeast","Holland",2,1,"Westminster",5530.6,572.4
"236",-93.2793079995645,44.9528700003503,236,"02/13/2019 02:37am","2725 BLAISDELL AVE ,Minneapolis,MN",44.95287,-93.279308,10,"Powderhorn","Whittier",3,1,"Westminster",4630.2,477.8
"237",-93.2442319999068,44.9662410000222,237,"02/13/2019 02:37am","708 20th ave s,Minneapolis,MN",44.966241,-93.244232,6,"University","Cedar Riverside",4,1,"Westminster",5466.3,598.1
"238",-93.2615930001168,45.0100220000153,238,"02/13/2019 02:39am","2201 4th street ne,Minneapolis,MN",45.010022,-93.261593,1,"Northeast","Holland",2,1,"Westminster",5552.7,576.3
"239",-93.3087829999355,45.0293130001949,239,"02/13/2019 02:40am","4059 penn ave n ,Minneapolis,MN",45.029313,-93.308783,4,"Camden","Victory",1,1,"Westminster",8140.6,651.4
"240",-93.3034349997254,44.9814160001483,240,"02/13/2019 02:43am","1815 4th ave n ,Minneapolis,MN",44.981416,-93.303435,5,"Near North","Harrison",3,1,"Westminster",1320.2,176.2
"241",-93.2766569996208,44.9449619998964,241,"02/13/2019 02:43am","3198-3100 1 Av s,Minneapolis,MN",44.944962,-93.276657,8,"Powderhorn","Lyndale",5,1,"Westminster",5272,539.7
"242",-93.2818530000159,44.9943609999602,242,"02/13/2019 02:44am","1501 washington street ne,Minneapolis,MN",44.994361,-93.281853,5,"Near North","Near - North",1,1,"Westminster",2673.4,300.1
"243",-93.3116910000396,44.9985699998057,243,"02/13/2019 02:46am","2423 Golden Valley Road,Minneapolis,MN",44.99857,-93.311691,5,"Near North","Willard - Hay",1,1,"Westminster",3936.4,392.8
"244",-93.2766730003586,44.946668000328,244,"02/13/2019 02:46am","3100 1ST AVE S,Minneapolis,MN",44.946668,-93.276673,8,"Powderhorn","Lyndale",5,1,"Westminster",5081.3,522.5
"245",-93.2652070004027,44.9483939998833,245,"02/13/2019 02:47am","2989-2800 BLOCK OF PARK AVE,Minneapolis,MN",44.948394,-93.265207,6,"Phillips","Phillips West",3,1,"Westminster",5202.8,579
"246",-93.2818530000159,44.9943609999602,246,"02/13/2019 02:48am","1501 washington St Ne,Minneapolis,MN",44.994361,-93.281853,5,"Near North","Near - North",1,1,"Westminster",2673.4,300.1
"247",-93.2240799995923,44.935131999842,247,"02/13/2019 02:49am","3725 minnehaha ave,Minneapolis,MN",44.935132,-93.22408,12,"Longfellow","Howe",6,1,"Westminster",8604.8,801.8
"248",-93.261534000094,45.0149020002272,248,"02/13/2019 02:51am","2598 4 th sdtreet ne,Minneapolis,MN",45.014902,-93.261534,1,"Northeast","Holland",2,1,"Westminster",6102.7,627.6
"249",-93.2673310003254,44.9687859995743,249,"02/13/2019 02:53am","1401 Portland av s ,Minneapolis,MN",44.968786,-93.267331,7,"Central","Elliot Park",3,1,"Westminster",2933.9,376.5
"250",-93.261534000094,45.0149020002272,250,"02/13/2019 02:53am","2598 4th street ne,Minneapolis,MN",45.014902,-93.261534,1,"Northeast","Holland",2,1,"Westminster",6102.7,627.6
"251",-93.2656160003781,44.9499390000848,251,"02/13/2019 02:55am","2900 Park Ave s,Minneapolis,MN",44.949939,-93.265616,6,"Phillips","Phillips West",3,1,"Westminster",5030.6,563.5
"252",-93.3116910000396,44.9985699998057,252,"02/13/2019 02:56am","2423 Golden valley road,Minneapolis,MN",44.99857,-93.311691,5,"Near North","Willard - Hay",1,1,"Westminster",3936.4,392.8
"253",-93.2655409996174,44.9645769997288,253,"02/13/2019 02:57am","1814 park s,Minneapolis,MN",44.964577,-93.265541,6,"Phillips","Ventura Village",3,1,"Westminster",3402.3,412
"254",-93.2615839997018,45.0085610000901,254,"02/13/2019 03:02am","2001 4th street ne,Minneapolis,MN",45.008561,-93.261584,1,"Northeast","Holland",2,1,"Westminster",5389,563.1
"255",-93.261858999793,45.0101390000149,255,"02/13/2019 03:05am","2200 4th street ne,Minneapolis,MN",45.010139,-93.261859,1,"Northeast","Holland",2,1,"Westminster",5530.6,572.4
"256",-93.2844219997754,44.9141590003376,256,"02/13/2019 03:09am","49th and Grand ave ,Minneapolis,MN",44.914159,-93.284422,11,"Southwest","Tangletown",5,1,"Westminster",8676.9,776.4
"257",-93.2980739998152,45.0352420002182,257,"02/13/2019 03:10am","1421 44th ave n ,Minneapolis,MN",45.035242,-93.298074,4,"Camden","Webber - Camden",1,1,"Westminster",7821.6,616.7
"258",-93.2977589996781,45.0352509997339,258,"02/13/2019 03:13am","1415 44th ave n ,Minneapolis,MN",45.035251,-93.297759,4,"Camden","Webber - Camden",1,1,"Westminster",7753,608.4
"259",-93.2445419998134,44.9661310003455,259,"02/13/2019 03:15am","712 20th ave s,Minneapolis,MN",44.966131,-93.244542,6,"University","Cedar Riverside",4,1,"Westminster",5533.1,609.5
"260",-93.2200519999998,44.929428000302,260,"02/13/2019 03:16am","4027 Minnehaha Avenue South,Minneapolis,MN",44.929428,-93.220052,12,"Longfellow","Hiawatha",6,1,"Westminster",9368.2,865
"261",-93.2231530000109,44.9336410003319,261,"02/13/2019 03:18am","3819 Minnehaha Avenue South,Minneapolis,MN",44.933641,-93.223153,12,"Longfellow","Howe",6,1,"Westminster",8761.4,792.9
"262",-93.2652070004027,44.9483769999986,262,"02/13/2019 03:19am","2998-2900 PARK AVE ,Minneapolis,MN",44.948377,-93.265207,6,"Phillips","Phillips West",3,1,"Westminster",5203.9,579.1
"263",-93.3128850002425,44.9989609998503,263,"02/13/2019 03:19am","2518 Golden Valley Road,Minneapolis,MN",44.998961,-93.312885,5,"Near North","Willard - Hay",1,1,"Westminster",4033.3,402.4
"264",-93.2766730003586,44.946668000328,264,"02/13/2019 03:20am","E 31 ST & 1st Ave S. ,Minneapolis,MN",44.946668,-93.276673,8,"Powderhorn","Lyndale",5,1,"Westminster",5081.3,522.5
"265",-93.3152749998413,44.9986299998747,265,"02/13/2019 03:21am","2711 Golden valley road,Minneapolis,MN",44.99863,-93.315275,5,"Near North","Willard - Hay",1,1,"Westminster",4217.8,415.3
"266",-93.2680130002997,44.9552999999951,266,"02/13/2019 03:23am","2600 block of Portland Ave s,Minneapolis,MN",44.9553,-93.268013,6,"Phillips","Phillips West",3,1,"Westminster",4769.8,497.2
"267",-93.3043390000448,44.980034000269,267,"02/13/2019 03:25am","1840 3RD AVE ,Minneapolis,MN",44.980034,-93.304339,5,"Near North","Harrison",3,1,"Westminster",1439.9,188.7
"268",-93.2656160003781,44.9499390000848,268,"02/13/2019 03:25am","2900 Park Ave S,Minneapolis,MN",44.949939,-93.265616,6,"Phillips","Phillips West",3,1,"Westminster",5030.6,563.5
"269",-93.2802540000221,45.0058960004001,269,"02/13/2019 03:26am","2598 2nd st n,Minneapolis,MN",45.005896,-93.280254,5,"Near North","Hawthorne",1,1,"Westminster",3981.9,404.8
"270",-93.2843520001447,44.9358899997238,270,"02/13/2019 03:26am","37 ST & GRAND AVE,Minneapolis,MN",44.93589,-93.284352,8,"Southwest","King Field",5,1,"Westminster",6255.6,585.5
"271",-93.2677030003931,44.9537220000703,271,"02/13/2019 03:26am","2700 block of Portland Ave s,Minneapolis,MN",44.953722,-93.267703,6,"Phillips","Phillips West",3,1,"Westminster",5209.7,561.7
"272",-93.2730280004419,44.9643429997297,272,"02/13/2019 03:28am","1830 3 ave s,Minneapolis,MN",44.964343,-93.273028,6,"Central","Steven's Square - Loring Heights",3,1,"Westminster",3168.6,385.9
"273",-93.2843360003062,44.9376859998091,273,"02/13/2019 03:29am","36 ST & GRAND AVE S,Minneapolis,MN",44.937686,-93.284336,8,"Southwest","King Field",5,1,"Westminster",6055.3,569.5
"274",-93.2443239996528,44.965824999724,274,"02/13/2019 03:31am","720 20th ave s,Minneapolis,MN",44.965825,-93.244324,6,"University","Cedar Riverside",4,1,"Westminster",5515.8,605.4
"275",-93.2652070004027,44.9483769999986,275,"02/13/2019 03:33am","2998 Park av ,Minneapolis,MN",44.948377,-93.265207,6,"Phillips","Phillips West",3,1,"Westminster",5203.9,579.1
"276",-93.28966499964,45.0323730001139,276,"02/13/2019 03:33am","4247 webber pkwy,Minneapolis,MN",45.032373,-93.289665,4,"Camden","Webber - Camden",1,1,"Westminster",7001.9,536.9
