Type,X,Y,OBJECTID,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
TOW,-93.306634,44.995508,681,02/13/2019 03:28pm,"1606 Oliver Ave. N. ,Minneapolis,MN",44.995508,-93.306634,5,Near North,Willard - Hay,1,2,Westminster
TOW,-93.254326,44.944977,682,02/13/2019 03:32pm,"1428 32nd st,Minneapolis,MN",44.944977,-93.254326,9,Powderhorn,Powderhorn Park,6,2,Westminster
TOW,-93.254375,44.944977,683,02/13/2019 03:34pm,"1422 32nd st,Minneapolis,MN",44.944977,-93.254375,9,Powderhorn,Powderhorn Park,6,2,Westminster
TOW,-93.23431,44.983505,684,02/13/2019 03:34pm,"1314 7th st se,Minneapolis,MN",44.983505,-93.23431,3,University,Marcy Holmes,4,2,Westminster
TOW,-93.251468,44.952698,685,02/13/2019 03:35pm,"2724 16TH AVE S,Minneapolis,MN",44.952698,-93.251468,9,Phillips,East Phillips,3,2,Westminster
TOW,-93.284965,45.000229,686,02/13/2019 03:36pm,"402 21st ave n,Minneapolis,MN",45.000229,-93.284965,5,Near North,Hawthorne,1,2,Westminster
TOW,-93.309172,44.993702,687,02/13/2019 03:40pm,"1410 Queen avenue North,Minneapolis,MN",44.993702,-93.309172,5,Near North,Willard - Hay,1,2,Westminster
TOW,-93.290288,45.000239,688,02/13/2019 03:41pm,"812 21st ave n,Minneapolis,MN",45.000239,-93.290288,5,Near North,Hawthorne,1,2,Westminster
TOW,-93.255019,44.944257,689,02/13/2019 03:58pm,"3226 14th ave s,Minneapolis,MN",44.944257,-93.255019,9,Powderhorn,Powderhorn Park,6,2,Westminster
TOW,-93.240962,44.987396,690,02/13/2019 04:05pm,"720 8th ave n,Minneapolis,MN",44.987396,-93.240962,3,University,Marcy Holmes,4,2,Westminster
TOW,-93.28645,44.986358,691,02/13/2019 04:08pm,"712 8th ave n,Minneapolis,MN",44.986358,-93.28645,5,Central,North Loop,1,2,Westminster
TOW,-93.241067,44.98362,692,02/13/2019 04:21pm,"928 5th street ,Minneapolis,MN",44.98362,-93.241067,3,University,Marcy Holmes,4,2,Westminster
TOW,-93.235017,44.985742,693,02/13/2019 04:23pm,"806 12 Avenue se,Minneapolis,MN",44.985742,-93.235017,3,University,Marcy Holmes,4,2,Westminster
TOW,-93.299375,44.989774,694,02/13/2019 04:38pm,"1122 Irving Ave n ,Minneapolis,MN",44.989774,-93.299375,5,Near North,Near - North,1,2,Westminster
TOW,-93.299802,44.98834,695,02/13/2019 04:40pm,"1026 Irving Ave n,Minneapolis,MN",44.98834,-93.299802,5,Near North,Near - North,1,2,Westminster
TOW,-93.233951,44.898191,696,02/13/2019 05:31pm,"5756 27th Avenue South,Minneapolis,MN",44.898191,-93.233951,11,Nokomis,Wenonah,6,2,Westminster
TOW,-93.233912,44.899724,697,02/13/2019 05:35pm,"5700 27th ave s,Minneapolis,MN",44.899724,-93.233912,11,Nokomis,Wenonah,6,2,Westminster
TOW,-93.233912,44.901329,698,02/13/2019 07:22pm,"5608 27th Ave S,Minneapolis,MN",44.901329,-93.233912,11,Nokomis,Wenonah,6,2,Westminster
TOW,-93.28528,44.996215,699,02/14/2019 08:24am,"1613 Lynn Curve Ave. N.,Minneapolis,MN",44.996215,-93.28528,5,Near North,Near - North,1,3,Westminster
TOW,-93.281878,44.994181,700,02/14/2019 08:26am,"2421 3rd st n,Minneapolis,MN",44.994181,-93.281878,5,Near North,Near - North,1,3,Westminster
TOW,-93.281878,44.994181,701,02/14/2019 08:29am,"2511 3rd st n,Minneapolis,MN",44.994181,-93.281878,5,Near North,Near - North,1,3,Westminster
TOW,-93.276468,44.968914,702,02/14/2019 08:33am,"223 14TH ST W,Minneapolis,MN",44.968914,-93.276468,7,Central,Loring Park,3,3,Westminster
TOW,-93.303054,44.947451,703,02/14/2019 08:37am,"3025 James ave s,Minneapolis,MN",44.947451,-93.303054,10,Calhoun Isle,ECCO,5,3,Westminster
TOW,-93.300557,44.941056,704,02/14/2019 08:40am,"3405 humboldt ave s,Minneapolis,MN",44.941056,-93.300557,10,Calhoun Isle,ECCO,5,3,Westminster
TOW,-93.289645,44.987176,705,02/14/2019 08:45am,"829 Lyndale Pl., N.,MN",44.987176,-93.289645,5,Near North,Sumner - Glenwood,1,3,Westminster
TOW,-93.300538,44.940518,706,02/14/2019 08:47am,"3423 humboldt ave s,Minneapolis,MN",44.940518,-93.300538,10,Calhoun Isle,ECCO,5,3,Westminster
TOW,-93.299377,44.938612,707,02/14/2019 08:55am,"3527 Holmes ave s,Minneapolis,MN",44.938612,-93.299377,10,Calhoun Isle,ECCO,5,3,Westminster
TOW,-93.299889,44.944609,708,02/14/2019 08:55am,"3200 Holmes ave s, minneapolis,MN",44.944609,-93.299889,10,Calhoun Isle,ECCO,5,3,Westminster
TOW,-93.246533,44.983618,709,02/14/2019 08:57am,"305 7th ave se,Minneapolis,MN",44.983618,-93.246533,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.281878,44.994181,710,02/14/2019 08:58am,"2805 3rd st n ,Minneapolis,MN",44.994181,-93.281878,5,Near North,Near - North,1,3,Westminster
TOW,-93.281377,44.968645,711,02/14/2019 08:59am,"225 14TH ST W,Minneapolis,MN",44.968645,-93.281377,7,Central,Loring Park,3,3,Westminster
TOW,-93.276468,44.968914,712,02/14/2019 09:02am,"211 14TH ST W,Minneapolis,MN",44.968914,-93.276468,7,Central,Loring Park,3,3,Westminster
TOW,-93.233143,44.993078,713,02/14/2019 09:02am,"1229 winter st ne,Minneapolis,MN",44.993078,-93.233143,1,University,Como,2,3,Westminster
TOW,-93.285179,45.01114,714,02/14/2019 09:04am,"3011 4th st n ,Minneapolis,MN",45.01114,-93.285179,5,Near North,Hawthorne,1,3,Westminster
TOW,-93.284899,45.012047,715,02/14/2019 09:05am,"3107 4th st n,Minneapolis,MN",45.012047,-93.284899,5,Near North,Hawthorne,1,3,Westminster
TOW,-93.258141,44.991073,716,02/14/2019 09:06am,"305 3rd ave ne,Minneapolis,MN",44.991073,-93.258141,3,Northeast,St. Anthony West,2,3,Westminster
TOW,-93.281878,44.994181,717,02/14/2019 09:08am,"2605 3rd st n,Minneapolis,MN",44.994181,-93.281878,5,Near North,Near - North,1,3,Westminster
TOW,-93.259396,44.99099,718,02/14/2019 09:08am,"211 3rd ave ne,Minneapolis,MN",44.99099,-93.259396,3,Northeast,St. Anthony West,2,3,Westminster
TOW,-93.242272,45.001698,719,02/14/2019 09:12am,"1189 14th ave ne,Minneapolis,MN",45.001698,-93.242272,1,Northeast,Northeast Park,2,3,Westminster
TOW,-93.232387,44.992487,720,02/14/2019 09:15am,"1153 14th ave se,Minneapolis,MN",44.992487,-93.232387,1,University,Como,2,3,Westminster
TOW,-93.24577,44.945173,721,02/14/2019 09:17am,"3137 longfellow,Minneapolis,MN",44.945173,-93.24577,9,Powderhorn,Corcoran,6,3,Westminster
TOW,-93.231719,44.992347,722,02/14/2019 09:17am,"1148 14th ave se,Minneapolis,MN",44.992347,-93.231719,1,University,Como,2,3,Westminster
TOW,-93.253393,44.936795,723,02/14/2019 09:20am,"3625 15th ave so,Minneapolis,MN",44.936795,-93.253393,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.250899,44.946752,724,02/14/2019 09:21am,"3051 16th ave,Minneapolis,MN",44.946752,-93.250899,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.244539,44.986001,725,02/14/2019 09:23am,"519 7th ave se,Minneapolis,MN",44.986001,-93.244539,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.253411,44.939328,726,02/14/2019 09:23am,"3503 15th av s,Minneapolis,MN",44.939328,-93.253411,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.28676,45.005572,727,02/14/2019 09:26am,"2525 6th st n,Minneapolis,MN",45.005572,-93.28676,5,Near North,Hawthorne,1,3,Westminster
TOW,-93.253432,44.938397,728,02/14/2019 09:26am,"3531 15th av s,Minneapolis,MN",44.938397,-93.253432,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.241935,44.98697,729,02/14/2019 09:28am,"703 8th ave se,Minneapolis,MN",44.98697,-93.241935,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.28083,44.966423,730,02/14/2019 09:29am,"1521 spruce place ,Minneapolis,MN",44.966423,-93.28083,7,Central,Loring Park,3,3,Westminster
TOW,-93.236463,44.986504,731,02/14/2019 09:31am,"811 11th ave se,Minneapolis,MN",44.986504,-93.236463,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.297464,44.996664,732,02/14/2019 09:31am,"1709 Girard Ave. N.,Minneapolis,MN",44.996664,-93.297464,5,Near North,Near - North,1,3,Westminster
TOW,-93.246817,44.985489,733,02/14/2019 09:31am,"423 6th ave se,Minneapolis,MN",44.985489,-93.246817,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.243861,44.984434,734,02/14/2019 09:32am,"417 8th ave se,Minneapolis,MN",44.984434,-93.243861,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.24583,44.944411,735,02/14/2019 09:34am,"3205 Longfellow Avenue South,Minneapolis,MN",44.944411,-93.24583,9,Powderhorn,Corcoran,6,3,Westminster
TOW,-93.247906,44.98412,736,02/14/2019 09:34am,"303 6th ave se,Minneapolis,MN",44.98412,-93.247906,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.245063,44.988638,737,02/14/2019 09:35am,"507 7th ave se,Minneapolis,MN",44.988638,-93.245063,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.255935,44.938766,738,02/14/2019 09:37am,"3521 13th ave s,Minneapolis,MN",44.938766,-93.255935,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.286878,45.013527,739,02/14/2019 09:38am,"3211 6th st n,Minneapolis,MN",45.013527,-93.286878,4,Camden,McKinley,1,3,Westminster
TOW,-93.286826,45.013857,740,02/14/2019 09:41am,"3221 6th st n,Minneapolis,MN",45.013857,-93.286826,4,Camden,McKinley,1,3,Westminster
TOW,-93.286719,45.003374,741,02/14/2019 09:43am,"2325 6th st n ,Minneapolis,MN",45.003374,-93.286719,5,Near North,Hawthorne,1,3,Westminster
TOW,-93.286581,44.94447,742,02/14/2019 09:48am,"3207 Garfield ave s ,Minneapolis,MN",44.94447,-93.286581,8,Powderhorn,Lyndale,5,3,Westminster
TOW,-93.287229,44.939363,743,02/14/2019 09:48am,"3500 Garfield ,Minneapolis,MN",44.939363,-93.287229,8,Powderhorn,Lyndale,5,3,Westminster
TOW,-93.28083,44.966423,744,02/14/2019 09:53am,"1523 spruce place ,Minneapolis,MN",44.966423,-93.28083,7,Central,Loring Park,3,3,Westminster
TOW,-93.231053,44.992197,745,02/14/2019 09:55am,"1143 15th ave se,Minneapolis,MN",44.992197,-93.231053,1,University,Como,2,3,Westminster
TOW,-93.27939,44.968789,746,02/14/2019 09:56am,"111 14TH ST W,Minneapolis,MN",44.968789,-93.27939,7,Central,Loring Park,3,3,Westminster
TOW,-93.28968,45.027766,747,02/14/2019 09:57am,"4001 Aldrich ave n ,Minneapolis,MN",45.027766,-93.28968,4,Camden,Webber - Camden,1,3,Westminster
TOW,-93.231098,44.992652,748,02/14/2019 09:59am,"1161 15th ave se,Minneapolis,MN",44.992652,-93.231098,1,University,Como,2,3,Westminster
TOW,-93.27938,44.968789,749,02/14/2019 10:00am,"109 14TH ST W,Minneapolis,MN",44.968789,-93.27938,7,Central,Loring Park,3,3,Westminster
TOW,-93.29969,44.996619,750,02/14/2019 10:03am,"1707 Irving Ave. N.,Minneapolis,MN",44.996619,-93.29969,5,Near North,Near - North,1,3,Westminster
TOW,-93.286823,45.001876,751,02/14/2019 10:04am,"2211 N 6th ave ,Minneapolis,MN",45.001876,-93.286823,5,Near North,Hawthorne,1,3,Westminster
TOW,-93.317671,44.99424,752,02/14/2019 10:06am,"1427 Washburn avenue North,Minneapolis,MN",44.99424,-93.317671,5,Near North,Willard - Hay,1,3,Westminster
TOW,-93.236245,44.984768,753,02/14/2019 10:07am,"703 12th ave se,Minneapolis,MN",44.984768,-93.236245,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.236463,44.986504,754,02/14/2019 10:10am,"811 11th Ave se,Minneapolis,MN",44.986504,-93.236463,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.245526,44.982471,755,02/14/2019 10:10am,"213 8th ave se,Minneapolis,MN",44.982471,-93.245526,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.255882,44.936322,756,02/14/2019 10:11am,"3639 13TH AVE S,Minneapolis,MN",44.936322,-93.255882,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.296718,44.944439,757,02/14/2019 10:16am,"3205 girard ave s,Minneapolis,MN",44.944439,-93.296718,10,Calhoun Isle,CARAG,5,3,Westminster
TOW,-93.299456,44.946084,758,02/14/2019 10:18am,"3111 Holmes ave,Minneapolis,MN",44.946084,-93.299456,10,Calhoun Isle,ECCO,5,3,Westminster
TOW,-93.233824,44.994071,759,02/14/2019 10:20am,"1225 winter st ne,Minneapolis,MN",44.994071,-93.233824,1,University,Mid - City Industrial,2,3,Westminster
TOW,-93.27373,44.964107,760,02/14/2019 10:21am,"1831 2nd av s ,Minneapolis,MN",44.964107,-93.27373,6,Central,Steven's Square - Loring Heights,3,3,Westminster
TOW,-93.286464,44.958534,761,02/14/2019 10:22am,"3041 Garfield ave a,Minneapolis,MN",44.958534,-93.286464,10,Powderhorn,Whittier,3,3,Westminster
TOW,-93.289681,45.028459,762,02/14/2019 10:24am,"4027 aldrich ave n,Minneapolis,MN",45.028459,-93.289681,4,Camden,Webber - Camden,1,3,Westminster
TOW,-93.289592,45.01737,763,02/14/2019 10:25am,"3419 Aldrich ave n ,Minneapolis,MN",45.01737,-93.289592,4,Camden,McKinley,1,3,Westminster
TOW,-93.27529,44.964487,764,02/14/2019 10:25am,"1817 STEVENS AVE ,Minneapolis,MN",44.964487,-93.27529,6,Central,Steven's Square - Loring Heights,3,3,Westminster
TOW,-93.235929,44.985273,765,02/14/2019 10:26am,"729 12th Avenue SE ,Minneapolis,MN",44.985273,-93.235929,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.314901,45.00009,766,02/14/2019 10:26am,"2013 upton ave n,Minneapolis,MN",45.00009,-93.314901,5,Near North,Willard - Hay,1,3,Westminster
TOW,-93.259353,44.990921,767,02/14/2019 10:26am,"213 3rd ave ne,Minneapolis,MN",44.990921,-93.259353,3,Northeast,St. Anthony West,2,3,Westminster
TOW,-93.296812,44.940062,768,02/14/2019 10:29am,"3439 girard ave s,Minneapolis,MN",44.940062,-93.296812,10,Calhoun Isle,CARAG,5,3,Westminster
TOW,-93.237578,44.985811,769,02/14/2019 10:29am,"725 11TH AVE SE,Minneapolis,MN",44.985811,-93.237578,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.290798,45.010332,770,02/14/2019 10:30am,"2927 Bryant ave n ,Minneapolis,MN",45.010332,-93.290798,5,Near North,Hawthorne,1,3,Westminster
TOW,-93.304827,44.990548,771,02/14/2019 10:32am,"1227 Morgan Ave. N.,Minneapolis,MN",44.990548,-93.304827,5,Near North,Near - North,1,3,Westminster
TOW,-93.235219,44.985774,772,02/14/2019 10:33am,"807 12th Avenue SE,Minneapolis,MN",44.985774,-93.235219,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.24342,44.985067,773,02/14/2019 10:33am,"501 8TH AVE SE,Minneapolis,MN",44.985067,-93.24342,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.248404,44.946993,774,02/14/2019 10:33am,"3037 18th Ave S,Minneapolis,MN",44.946993,-93.248404,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.287268,44.933968,775,02/14/2019 10:34am,"3800 Garfield Ave.,Minneapolis,MN",44.933968,-93.287268,8,Southwest,King Field,5,3,Westminster
TOW,-93.244515,44.939124,776,02/14/2019 10:35am,"3509 19th ave so,Minneapolis,MN",44.939124,-93.244515,9,Powderhorn,Corcoran,6,3,Westminster
TOW,-93.296782,44.943096,777,02/14/2019 10:36am,"3253 girard ave s,Minneapolis,MN",44.943096,-93.296782,10,Calhoun Isle,CARAG,5,3,Westminster
TOW,-93.250486,44.941214,778,02/14/2019 10:37am,"1611 34TH ST E,Minneapolis,MN",44.941214,-93.250486,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.254475,44.970578,779,02/14/2019 10:41am,"521 12th ave s,Minneapolis,MN",44.970578,-93.254475,6,Central,Elliot Park,3,3,Westminster
TOW,-93.235067,44.984191,780,02/14/2019 10:43am,"703 13th ave se,Minneapolis,MN",44.984191,-93.235067,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.235009,44.984267,781,02/14/2019 10:43am,"705 13th ave se,Minneapolis,MN",44.984267,-93.235009,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.275295,44.96586,782,02/14/2019 10:43am,"1711 Stevens av s ,Minneapolis,MN",44.96586,-93.275295,6,Central,Steven's Square - Loring Heights,3,3,Westminster
TOW,-93.234653,44.984622,783,02/14/2019 10:44am,"715 13th ave se,Minneapolis,MN",44.984622,-93.234653,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.240414,44.985248,784,02/14/2019 10:45am,"907 6th st se,Minneapolis,MN",44.985248,-93.240414,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.27529,44.9645,785,02/14/2019 10:45am,"1815 Stevens Ave ,Minneapolis,MN",44.9645,-93.27529,6,Central,Steven's Square - Loring Heights,3,3,Westminster
TOW,-93.245461,44.982552,786,02/14/2019 10:46am,"215 8th ave se,Minneapolis,MN",44.982552,-93.245461,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.234188,44.985774,787,02/14/2019 10:47am,"815 13th ave se,Minneapolis,MN",44.985774,-93.234188,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.316267,44.992714,788,02/14/2019 10:48am,"1339 Vincent avenue North,Minneapolis,MN",44.992714,-93.316267,5,Near North,Willard - Hay,1,3,Westminster
TOW,-93.254835,44.991614,789,02/14/2019 10:49am,"215 5th st ne,Minneapolis,MN",44.991614,-93.254835,3,Northeast,St. Anthony East,2,3,Westminster
TOW,-93.234951,44.984343,790,02/14/2019 10:50am,"707 13th ave se,Minneapolis,MN",44.984343,-93.234951,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.303511,44.986592,791,02/14/2019 10:50am,"815 Logan Ave., North,MN",44.986592,-93.303511,5,Near North,Near - North,1,3,Westminster
TOW,-93.313671,44.985434,792,02/14/2019 10:57am,"711 thomas ave n,Minneapolis,MN",44.985434,-93.313671,5,Near North,Willard - Hay,1,3,Westminster
TOW,-93.233948,44.985381,793,02/14/2019 10:57am,"817 13th ave se,Minneapolis,MN",44.985381,-93.233948,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.229677,44.943075,794,02/14/2019 10:58am,"3303 29th av s,Minneapolis,MN",44.943075,-93.229677,2,Longfellow,Longfellow,6,3,Westminster
TOW,-93.246818,44.924944,795,02/14/2019 11:00am,"1835 43RD ST E,Minneapolis,MN",44.924944,-93.246818,12,Nokomis,Ericsson,6,3,Westminster
TOW,-93.249645,44.946953,796,02/14/2019 11:02am,"3041 17th av s,Minneapolis,MN",44.946953,-93.249645,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.296822,44.943532,797,02/14/2019 11:03am,"3237 girad,Minneapolis,MN",44.943532,-93.296822,10,Calhoun Isle,CARAG,5,3,Westminster
TOW,-93.261868,45.009858,798,02/14/2019 11:06am,"2152 ne 4th ave,Minneapolis,MN",45.009858,-93.261868,1,Northeast,Holland,2,3,Westminster
TOW,-93.285477,44.940294,799,02/14/2019 11:07am,"3429 Harriet ave S,Minneapolis,MN",44.940294,-93.285477,8,Powderhorn,Lyndale,5,3,Westminster
TOW,-93.290265,44.94148,800,02/14/2019 11:08am,"844 34th st,Minneapolis,MN",44.94148,-93.290265,10,Calhoun Isle,CARAG,5,3,Westminster
TOW,-93.259989,45.002516,801,02/14/2019 11:08am,"1419 5th st ne,Minneapolis,MN",45.002516,-93.259989,3,Northeast,Sheridan,2,3,Westminster
TOW,-93.238718,44.985843,802,02/14/2019 11:10am,"917 7th st se ,Minneapolis,MN",44.985843,-93.238718,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.250851,44.944564,803,02/14/2019 11:10am,"1605 32nd st,Minneapolis,MN",44.944564,-93.250851,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.303539,44.990456,804,02/14/2019 11:10am,"1227 Logan Ave. earth,Minneapolis,MN",44.990456,-93.303539,5,Near North,Near - North,1,3,Westminster
TOW,-93.253441,44.996193,805,02/14/2019 11:11am,"639 Madison St ne,Minneapolis,MN",44.996193,-93.253441,3,Northeast,St. Anthony East,2,3,Westminster
TOW,-93.299671,45.007414,806,02/14/2019 11:12am,"2647 Irving Ave n,Minneapolis,MN",45.007414,-93.299671,5,Near North,Jordan,1,3,Westminster
TOW,-93.311093,44.995452,807,02/14/2019 11:13am,"1605 Russell avenue North,Minneapolis,MN",44.995452,-93.311093,5,Near North,Willard - Hay,1,3,Westminster
TOW,-93.259984,45.001395,808,02/14/2019 11:14am,"1315 5th st ne,Minneapolis,MN",45.001395,-93.259984,3,Northeast,Sheridan,2,3,Westminster
TOW,-93.299743,45.005297,809,02/14/2019 11:15am,"2521 Irving ave n ,Minneapolis,MN",45.005297,-93.299743,5,Near North,Jordan,1,3,Westminster
TOW,-93.2805,44.967171,810,02/14/2019 11:16am,"1517 SPRUCE PL,Minneapolis,MN",44.967171,-93.2805,7,Central,Loring Park,3,3,Westminster
TOW,-93.275297,44.966275,811,02/14/2019 11:18am,"1701 Stevens av s ,Minneapolis,MN",44.966275,-93.275297,6,Central,Steven's Square - Loring Heights,3,3,Westminster
TOW,-93.274941,44.966029,812,02/14/2019 11:19am,"1707 STEVENS AVE S,Minneapolis,MN",44.966029,-93.274941,6,Central,Steven's Square - Loring Heights,3,3,Westminster
TOW,-93.246477,44.988843,813,02/14/2019 11:21am,"421 7th St. SE,Minneapolis,MN",44.988843,-93.246477,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.260009,45.00257,814,02/14/2019 11:21am,"1421 5th st ne,Minneapolis,MN",45.00257,-93.260009,3,Northeast,Sheridan,2,3,Westminster
TOW,-93.295479,44.944458,815,02/14/2019 11:22am,"3205 Fremont ave s,Minneapolis,MN",44.944458,-93.295479,10,Calhoun Isle,CARAG,5,3,Westminster
TOW,-93.259353,44.990921,816,02/14/2019 11:23am,"213 3rd ave ne,Minneapolis,MN",44.990921,-93.259353,3,Northeast,St. Anthony West,2,3,Westminster
TOW,-93.290819,45.008107,817,02/14/2019 11:24am,"2711 Bryant Ave n,Minneapolis,MN",45.008107,-93.290819,5,Near North,Hawthorne,1,3,Westminster
TOW,-93.259988,45.002388,818,02/14/2019 11:24am,"1415 5th st ne,Minneapolis,MN",45.002388,-93.259988,3,Northeast,Sheridan,2,3,Westminster
TOW,-93.237571,44.985821,819,02/14/2019 11:24am,"727 11th ave se,Minneapolis,MN",44.985821,-93.237571,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.23813,44.985615,820,02/14/2019 11:25am,"1023 7th st SE ,Minneapolis,MN",44.985615,-93.23813,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.24629,44.988813,821,02/14/2019 11:26am,"423 7th ST SE,Minneapolis,MN",44.988813,-93.24629,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.295524,44.941711,822,02/14/2019 11:27am,"3341 Fremont ave s,Minneapolis,MN",44.941711,-93.295524,10,Calhoun Isle,CARAG,5,3,Westminster
TOW,-93.285381,44.940108,823,02/14/2019 11:30am,"3435 Harriet ,Minneapolis,MN",44.940108,-93.285381,8,Powderhorn,Lyndale,5,3,Westminster
TOW,-93.228081,44.94755,824,02/14/2019 11:30am,"3025 30th ave so,Minneapolis,MN",44.94755,-93.228081,2,Longfellow,Longfellow,6,3,Westminster
TOW,-93.238259,44.985665,825,02/14/2019 11:30am,"1005 7TH ST SE,Minneapolis,MN",44.985665,-93.238259,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.311096,44.993938,826,02/14/2019 11:31am,"1419 Russell avenue North,Minneapolis,MN",44.993938,-93.311096,5,Near North,Willard - Hay,1,3,Westminster
TOW,-93.234485,44.984953,827,02/14/2019 11:33am,"729 13th ave se,Minneapolis,MN",44.984953,-93.234485,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.23426,44.984023,828,02/14/2019 11:34am,"1307 7th st se,Minneapolis,MN",44.984023,-93.23426,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.238187,44.985637,829,02/14/2019 11:34am,"1017 7TH ST SE,Minneapolis,MN",44.985637,-93.238187,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.294209,44.946284,830,02/14/2019 11:35am,"3105 Emerson ave s,Minneapolis,MN",44.946284,-93.294209,10,Calhoun Isle,CARAG,5,3,Westminster
TOW,-93.232362,44.988314,831,02/14/2019 11:36am,"1009 14th ave se,Minneapolis,MN",44.988314,-93.232362,2,University,Como,4,3,Westminster
TOW,-93.254735,44.946787,832,02/14/2019 11:37am,"3055 14th Avenue South,Minneapolis,MN",44.946787,-93.254735,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.309856,45.002935,833,02/14/2019 11:37am,"2321 queen ave n,Minneapolis,MN",45.002935,-93.309856,5,Near North,Willard - Hay,1,3,Westminster
TOW,-93.306001,44.988999,834,02/14/2019 11:38am,"1103 Newton Ave. N.,Minneapolis,MN",44.988999,-93.306001,5,Near North,Near - North,1,3,Westminster
TOW,-93.238112,44.985607,835,02/14/2019 11:38am,"1025 7th st se,Minneapolis,MN",44.985607,-93.238112,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.248404,44.944479,836,02/14/2019 11:40am,"3205 18th Ave S,Minneapolis,MN",44.944479,-93.248404,9,Powderhorn,Powderhorn Park,6,3,Westminster
TOW,-93.285327,44.939916,837,02/14/2019 11:41am,"3441 Harriet ,Minneapolis,MN",44.939916,-93.285327,8,Powderhorn,Lyndale,5,3,Westminster
TOW,-93.238169,44.98563,838,02/14/2019 11:42am,"1019 7th st se,Minneapolis,MN",44.98563,-93.238169,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.294159,44.9426,839,02/14/2019 11:44am,"3309 Emerson ave s,Minneapolis,MN",44.9426,-93.294159,10,Calhoun Isle,CARAG,5,3,Westminster
TOW,-93.286451,44.958602,840,02/14/2019 11:46am,"2417 Garfield av s ,Minneapolis,MN",44.958602,-93.286451,10,Powderhorn,Whittier,3,3,Westminster
TOW,-93.23345,44.982409,841,02/14/2019 11:49am,"1405 6th st se,Minneapolis,MN",44.982409,-93.23345,3,University,Marcy Holmes,4,3,Westminster
TOW,-93.268662,45.01403,842,02/14/2019 11:49am,"2527 california st ne,Minneapolis,MN",45.01403,-93.268662,1,Northeast,Marshall Terrace,2,3,Westminster
TOW,-93.258599,44.999547,843,02/14/2019 11:51am,"1127 6th st ne,Minneapolis,MN",44.999547,-93.258599,3,Northeast,Sheridan,2,3,Westminster
TOW,-93.259492,44.970179,844,02/14/2019 11:53am,"845 10th ave n,Minneapolis,MN",44.970179,-93.259492,6,Central,Elliot Park,3,3,Westminster
TOW,-93.253434,45.001773,845,02/14/2019 11:55am,"1305 madison st ne,Minneapolis,MN",45.001773,-93.253434,1,Northeast,Logan Park,2,3,Westminster
TOW,-93.281096,44.933854,846,02/14/2019 11:55am,"3805 pillsbury ave ,Minneapolis,MN",44.933854,-93.281096,8,Southwest,King Field,5,3,Westminster
TOW,-93.240199,44.98686,847,02/14/2019 11:55am,"717 9th Ave SE ,Minneapolis,MN",44.98686,-93.240199,3,University,Marcy Holmes,4,3,Westminster
