X,Y,Objectid,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg,join_OBJECTID,join_OFT_1,join_STREET_O_N,join_STREET_F_N,join_STREET_T_N,join_NETWORK,join_BRANCH,join_SECTION,join_PAVEMENT,join_BASE,join_CONST_YR,join_RENOVATION,join_SEALCOAT_Y,join_SEALCOAT_C,join_OVERLAY_YR,join_PCI,join_PCI_BRANCH,join_LENGTH,join_COMMENTS_1,join_COMMENTS_2,join_INSPECTION,join_REFNO_ALL,distance
-93.264456,45.015719,"597",02/14/2019 01:03pm,"315 26 1/2 Ave Ne,Minneapolis,MN",45.015719,-93.264456,"1",Northeast,Marshall Terrace,"2","3",Westminster,"5280","426100363105",26 1/2 AVE NE,3RD ST NE,UNIVERSITY AVE NE,RES,"2646","12",CONCRETE9,S.GRAN.MAT.,"1975",,,,,,"82","393",,,2013-06-20T00:00:00.000Z,"2686",0.000142234805438656
-93.294773,45.027354,"598",02/14/2019 01:03pm,"3955 Emerson ave n ,Minneapolis,MN",45.027354,-93.294773,"4",Camden,Webber - Camden,"1","3",Westminster,"3021","040016171515",40TH AVE N,FREMONT AVE N,EMERSON AVE N,RES,"2636","9",CONCRETE7,S.GRAN.MAT.,"1972",,,,,,"87","328",,,2011-05-12T00:00:00.000Z,"4488",0.00024843125859168
-93.282496,44.961595,"599",02/14/2019 01:07pm,"2107 Pleasent ave ,Minneapolis,MN",44.961595,-93.282496,"10",Powderhorn,Whittier,"3","3",Westminster,"9539","261502291613",PLEASANT AVE,22ND ST W,FRANKLIN AVE W,RES,"2706","1",ASPHALT7,CRUSH.CONC,"1985",,"2004","3",,,"71","653",,,2011-06-24T00:00:00.000Z,"10790",0.000422380178250693
-93.217161,44.98522,"600",02/14/2019 01:08pm,"2511 cole ave se ,Minneapolis,MN",44.98522,-93.217161,"2",University,Como,"4","3",Westminster,"8050",13370253CDSE,COLE AVE SE,25TH AVE SE,CUL-DE-SAC (E),RES,"2584","16",CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"78","460",,,2012-07-13T00:00:00.000Z,"7403",0.000232319156097879
-93.219322,44.991175,"601",02/14/2019 01:08pm,"1105 24th ave se,Minneapolis,MN",44.991175,-93.219322,"1",University,Como,"4","3",Westminster,"4495","024330031501",24TH AVE SE,TALMAGE AVE SE,EAST HENNEPIN AVE,RES,"2984","10",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2005","1",,,"85","659",,,2013-06-14T00:00:00.000Z,"2332",0.000346958418040292
-93.289128,45.037415,"602",02/14/2019 01:09pm,"4523 camden ave n ,Minneapolis,MN",45.037415,-93.289128,"4",Camden,Lind - Bohanon,"1","3",Westminster,"8129","130504500460",CAMDEN AVE N,45TH AVE N,46TH AVE N,RES,"2739","8",ASPHALT7,CRUSH.CONC,"1984",,"2004","3",,,"75","656",,,2011-07-28T00:00:00.000Z,"7065",0.000286529909728461
-93.225895,44.984578,"603",02/14/2019 01:12pm,"837 19th ave se,Minneapolis,MN",44.984578,-93.225895,"2",University,Como,"4","3",Westminster,"8708","152601830193",ELM ST SE (NFR),18TH AVE SE,19TH AVE SE,RES,"2584",11A,CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"78","315",,,2012-07-13T00:00:00.000Z,"8018",0.000303788626358066
-93.28094,44.945199,"604",02/14/2019 01:12pm,"3147 pillabury ave ,Minneapolis,MN",44.945199,-93.28094,"8",Powderhorn,Lyndale,"5","3",Westminster,"8570",16070329DEDN,FINDLEY PL,32ND ST W,DEAD END (N),RES,"2662","13",ASPHALT7m,S.GRAN.MAT.,"1976",,"2001","3",,,"67","188",,,2009-11-12T00:00:00.000Z,"8215",0.000401425112191779
-93.208427,44.947982,"605",02/14/2019 01:12pm,"3007 45th ave s,Minneapolis,MN",44.947982,-93.208427,"2",Longfellow,Cooper,"6","3",Westminster,"8768","045203142203",45TH AVE S,31ST ST E,LAKE ST E,RES,"2713","9",ASPHALT7,CRUSH.CONC,"1982",,,,"2013",,"100","560",,,2013-11-01T00:00:00.000Z,"5193",0.000323992417678414
-93.254707,44.943167,"606",02/14/2019 01:13pm,"3253 14th ave s,Minneapolis,MN",44.943167,-93.254707,"9",Powderhorn,Powderhorn Park,"6","3",Westminster,"6848","033401420152",33RD ST E,14TH AVE S,15TH AVE S,RES,"2652","17",ASPHALT7m,S.GRAN.MAT.,"1976",,"2006","3",,,"73","330",,,2013-08-26T00:00:00.000Z,"3554",0.000238701284715647
-93.213771,44.940027,"607",02/14/2019 01:16pm,"3443 41st av s,Minneapolis,MN",44.940027,-93.213771,"12",Longfellow,Howe,"6","3",Westminster,"1171","041203540344",41ST AVE S,35TH ST E,34TH ST E,RES,"2688","10",ASPHALT7,CLASS 2,"1978",,"2000","3",,,"68","658",,,2012-10-11T00:00:00.000Z,"4655",0.000251244427457472
-93.228136,44.937611,"608",02/14/2019 01:18pm,"3011 36th st e,Minneapolis,MN",44.937611,-93.228136,"12",Longfellow,Howe,"6","3",Westminster,"3262","291703740364",SNELLING AVE,37TH ST E,36TH ST E,MSA,"318","2",ASPHALT9,UNKNOWN,"1973",,"2012","5",,"85",,"740",Sealcoat Exception: ONLY 38TH - 34TH ST WAS S.C. IN 2012,,2013-10-28T00:00:00.000Z,"11269",3.7411210620725e-05
-93.305999,45.018065,"609",02/14/2019 01:19pm,"3443 Newton avenue North,Minneapolis,MN",45.018065,-93.305999,"4",Camden,Folwell,"1","3",Westminster,"3591","240303400350",NEWTON AVE N,34TH AVE N,35TH AVE N,RES,"2684","2",ASPHALT7,CRUSH.ROCK,"1978",,"1999","3",,,"49","659",,,2013-06-10T00:00:00.000Z,"10191",0.000276726133328133
-93.286496,44.954871,"610",02/14/2019 01:20pm,"2619 Garfield av s ,Minneapolis,MN",44.954871,-93.286496,"10",Powderhorn,Whittier,"3","3",Westminster,"7730","170102690279",GARFIELD AVE,26TH ST W,27TH ST W,RES,"2728","1",ASPHALT7,CRUSH.CONC,"1983",,"1996","2",,,"69","654",,,2014-06-16T00:00:00.000Z,"8448",0.000281928202063818
-93.286475,44.948782,"611",02/14/2019 01:21pm,"2949 GARFIELD ,Minneapolis,MN",44.948782,-93.286475,"10",Powderhorn,Whittier,"3","3",Westminster,"11237","170102892204",GARFIELD AVE,28TH ST W,LAKE ST W,RES,"2728","1",ASPHALT7,CRUSH.CONC,"1983",,"1996","2",,,"69","1310",,,2014-06-16T00:00:00.000Z,"8450",0.00035033002905529
-93.281096,44.933635,"612",02/14/2019 01:24pm,"3815 pills bury ,Minneapolis,MN",44.933635,-93.281096,"8",Southwest,King Field,"5","3",Westminster,"3509","261403990389",PILLSBURY AVE,39TH ST W,38TH ST W,RES,"2686","6",ASPHALT7m,CRUSH.CONC,"1978",,"1992","2",,,"63","661",,,2012-09-25T00:00:00.000Z,"10730",0.000321089398292697
-93.228491,44.989061,"613",02/14/2019 01:25pm,"1043 17th ave se,Minneapolis,MN",44.989061,-93.228491,"1",University,Como,"4","3",Westminster,"7240","017313453003",17TH AVE SE,COMO AVE SE,TALMAGE AVE SE,RES,"2984","6",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2005","1",,,"85","608",,,2013-06-14T00:00:00.000Z,"1723",0.000274957407078352
-93.291302,44.995048,"614",02/14/2019 01:26pm,"915 16th Ave. N.,Minneapolis,MN",44.995048,-93.291302,"5",Near North,Near - North,"1","3",Westminster,"5465","016014171227",16TH AVE N,DUPONT AVE N,BRYANT AVE N,RES,"2626","7",ASPHALT7m,S.GRAN.MAT.,"1971",,"2008","5",,,"74","395",,,2014-07-16T00:00:00.000Z,"1588",0.000185179171954612
-93.289194,44.938577,"615",02/14/2019 01:27pm,"3529 Aldrich ave s,Minneapolis,MN",44.938577,-93.289194,"10",Calhoun Isle,CARAG,"5","3",Westminster,"7904","110403690359",ALDRICH AVE S,36TH ST W,35TH ST W,RES,"2781","7",ASPHALT7,CRUSH.CONC,"1991",,"2001","2",,,"52","658",,,2013-06-11T00:00:00.000Z,"6666",0.000281381177496078
-93.220614,44.986695,"616",02/14/2019 01:28pm,"899 23rd ave se,Minneapolis,MN",44.986695,-93.220614,"2",University,Como,"4","3",Westminster,"3748","133702230233",COLE AVE SE,22ND AVE SE,23RD AVE SE,RES,"2584","16",CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"78","424",,,2012-07-13T00:00:00.000Z,"7398",0.000237700867171543
-93.293073,44.91111,"617",02/14/2019 01:31pm,"5039 dupont Ave S ,Minneapolis,MN",44.91111,-93.293073,"13",Southwest,Lynnhurst,"5","3",Westminster,"4647","141805190509",DUPONT AVE S,51ST ST W,50TH ST W,LOCAL,DUPTS,"1",ASPH/CONC,UNKNOWN,"1931",,,,"2014","100",,"662",,,2014-11-01T00:00:00.000Z,"7760",0.000293775550022198
-93.30598,45.009896,"618",02/14/2019 01:31pm,"2907 newton ave n,Minneapolis,MN",45.009896,-93.30598,"5",Near North,Jordan,"1","3",Westminster,"6460","029025072403",29TH AVE N,OLIVER AVE N,NEWTON AVE N,RES,"2605","11",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"66","327","Pavement Exception: MUCH PVMT BTWN PENN & MORGAN BUILT 2014, MORGAN & KNOX BUILT IN 2003.",,2013-05-27T00:00:00.000Z,"2974",0.000278003889397657
-93.286432,44.952589,"619",02/14/2019 01:31pm,"2735 Garfield Ave S,Minneapolis,MN",44.952589,-93.286432,"10",Powderhorn,Whittier,"3","3",Westminster,"10984","170102790289",GARFIELD AVE,27TH ST W,28TH ST W,RES,"2728","1",ASPHALT7,CRUSH.CONC,"1983",,"1996","2",,,"69","651",,,2014-06-16T00:00:00.000Z,"8449",0.000365476258690431
-93.285242,44.956306,"620",02/14/2019 01:32pm,"2525 Harriet Ave s,Minneapolis,MN",44.956306,-93.285242,"10",Powderhorn,Whittier,"3","3",Westminster,"6129","180402690259",HARRIET AVE,26TH ST W,25TH ST W,RES,"2812","2",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","653",,,2012-09-27T00:00:00.000Z,"8731",0.000260304946960776
-93.250566,45.012576,"621",02/14/2019 01:33pm,"2409 Quincy st ne,Minneapolis,MN",45.012576,-93.250566,"1",Northeast,Holland,"2","3",Westminster,"3683","270402412227",QUINCY ST NE,24TH AVE NE,LOWRY AVE NE,RES,"2727","5",ASPHALT7,CRUSH.CONC,"1980",,"2001","3",,,"67","360",,,2012-05-09T00:00:00.000Z,"11006",0.000335169122973096
-93.294373,45.0469,"622",02/14/2019 01:34pm,"5037 dupont Ave n,Minneapolis,MN",45.0469,-93.294373,"4",Camden,Lind - Bohanon,"1","3",Westminster,"4149","141705000510",DUPONT AVE N,50TH AVE N,51ST AVE N,RES,"2880","8",ASPHALT7m,CRUSH.CONC,"1993",,"2010","2",,,"86","669",,,2011-06-14T00:00:00.000Z,"7744",0.000310405264189875
-93.286449,44.959786,"623",02/14/2019 01:35pm,"2305 GARFIELD AVE S,Minneapolis,MN",44.959786,-93.286449,"10",Powderhorn,Whittier,"3","3",Westminster,"4004","170102290249",GARFIELD AVE,22ND ST W,24TH ST W,RES,"2812","1",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","653",,,2012-09-27T00:00:00.000Z,"8445",0.000296869856674267
-93.284819,44.955415,"624",02/14/2019 01:37pm,"2607 HARRIET AVE S,Minneapolis,MN",44.955415,-93.284819,"10",Powderhorn,Whittier,"3","3",Westminster,"1859","026917151804",26TH ST W,GRAND AVE S,HARRIET AVE,MSA,"239","3",ASPHALT9,CLASS 5,"1972",,"2009","3",,"70",,"331",Pavement Exception: THE N. 14' OF ROAD BET. HENN. & COLFAX WAS REPLACED IN 2000 (SEWER PR),,2013-08-29T00:00:00.000Z,"2675",0.000121376525493945
-93.219289,44.988572,"625",02/14/2019 01:38pm,"1019 24th ave se,Minneapolis,MN",44.988572,-93.219289,"1",University,Como,"4","3",Westminster,"5844","024313453003",24TH AVE SE,COMO AVE SE,TALMAGE AVE SE,RES,"2984","10",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2005","1",,,"85","658",,,2013-06-14T00:00:00.000Z,"2331",0.000283505940539925
-93.243492,45.010078,"626",02/14/2019 01:39pm,"2203 taylor st ne,Minneapolis,MN",45.010078,-93.243492,"1",Northeast,Windom Park,"2","3",Westminster,"821","022130051606",22ND AVE NE,TAYLOR ST NE,FILLMORE ST NE,RES,"2645","17",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"79","399",,,2013-05-24T00:00:00.000Z,"2066",0.000175055068589863
-93.215437,44.990393,"627",02/14/2019 01:40pm,"1075 27th Ave se,Minneapolis,MN",44.990393,-93.215437,"1",University,Como,"4","3",Westminster,"4760","027330031501",27TH AVE SE,TALMAGE AVE SE,EAST HENNEPIN AVE,RES,"2984","13",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2006","1",,,"85","659",,,2013-06-14T00:00:00.000Z,"2786",0.000276746551364856
-93.24525,45.012744,"628",02/14/2019 01:43pm,"2417 Polk st ne,Minneapolis,MN",45.012744,-93.24525,"1",Northeast,Windom Park,"2","3",Westminster,"3484","261702412227",POLK ST NE,24TH AVE NE,LOWRY AVE NE,RES,"2645","8",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"79","360",,,2013-05-24T00:00:00.000Z,"10835",0.000315050005184281
-93.209787,44.911179,"629",02/14/2019 01:44pm,"5043 44th ave S,Minneapolis,MN",44.911179,-93.209787,"12",Nokomis,Minnehaha,"6","3",Westminster,"10561","044205141810",44TH AVE S,51ST ST E,HIAWATHA AVE,RES,"2730","4",ASPHALT7m,S.GRAN.MAT.,"1982",,"2006","3",,,"69","415",,,2013-07-26T00:00:00.000Z,"5050",0.000296705678867697
-93.224959,44.898955,"630",02/14/2019 01:46pm,"5737 sander dr,Minneapolis,MN",44.898955,-93.224959,"11",Nokomis,Wenonah,"6","3",Westminster,"11434","290705840332",SANDER DR,58TH ST E,33RD AVE S,RES,2617E,"5",ASPHALT7m,CLASS 3,"1970",,"1994","3",,,"70","716",,,2013-08-16T00:00:00.000Z,"11148",0.000270790983825843
-93.290511,45.047376,"631",02/14/2019 01:47pm,"5045 Aldrich ave n ,Minneapolis,MN",45.047376,-93.290511,"4",Camden,Lind - Bohanon,"1","3",Westminster,"4523","051012271103",51ST AVE N,BRYANT AVE N,ALDRICH AVE N,MSA,"373","1",ASPHALT,CRUSH.ROCK,"1993",,"2010","2",,"84",,"332",Sealcoat Exception: I-94 TO WASHINGTON AVE N WAS NOT SEALCOATED IN 2010.,,2009-11-02T00:00:00.000Z,"5759",0.000147049216121769
-93.250578,45.011111,"632",02/14/2019 01:49pm,"2303 Quincy St ne,Minneapolis,MN",45.011111,-93.250578,"1",Northeast,Holland,"2","3",Westminster,"7424","023127042001",23RD AVE NE,QUINCY ST NE,JACKSON ST NE,RES,"2727","11",ASPHALT7,CRUSH.CONC,"1980",,"2001","3",,,"67","461",,,2012-05-09T00:00:00.000Z,"2211",0.000242595698556629
-93.283918,44.96048,"633",02/14/2019 01:49pm,"2209 GRAND AVE S,Minneapolis,MN",44.96048,-93.283918,"10",Powderhorn,Whittier,"3","3",Westminster,"2379","171502290249",GRAND AVE S,22ND ST W,24TH ST W,RES,"2812","3",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","651",,,2012-09-27T00:00:00.000Z,"8627",0.000278769193349159
-93.287876,45.04132,"634",02/14/2019 01:50pm,"4735 6th st n ,Minneapolis,MN",45.04132,-93.287876,"4",Camden,Lind - Bohanon,"1","3",Westminster,"260","006504700480",6TH ST N,47TH AVE N,48TH AVE N,RES,"2739","9",ASPHALT7,CRUSH.CONC,"1984",,"2004","3",,,"75","645",,,2011-07-28T00:00:00.000Z,"760",0.000293747851009783
-93.298679,44.995044,"635",02/14/2019 01:51pm,"1411 16th Ave. N.,Minneapolis,MN",44.995044,-93.298679,"5",Near North,Near - North,"1","3",Westminster,"8747","016019031703",16TH AVE N,IRVING AVE N,GIRARD AVE N,RES,"2626","7",ASPHALT7m,S.GRAN.MAT.,"1971",,"2008","5",,,"74","583",,,2014-07-16T00:00:00.000Z,"1584",0.000161430823462723
-93.218655,44.975788,"636",02/14/2019 01:54pm,"481 25th ave se,Minneapolis,MN",44.975788,-93.218655,"2",University,Prospect Park - East River Road,"4","3",Westminster,"90",00680233DEDE,6TH ST SE,23RD AVE SE,DEAD END (E),UofM,"-","-",ASPHALT,UNKNOWN,,,,"0",,,,"785",,,,"819",0.000521380341321366
-93.243495,45.007158,"637",02/14/2019 01:55pm,"1835 taylor st NE,Minneapolis,MN",45.007158,-93.243495,"1",Northeast,Windom Park,"2","3",Westminster,"9057","418130051606",18 1/2 AVE NE,TAYLOR ST NE,FILLMORE ST NE,RES,"2645","14",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"79","401",,,2013-05-24T00:00:00.000Z,"1837",0.00021765262958355
-93.244516,45.005505,"638",02/14/2019 02:02pm,"1717 polk st ne,Minneapolis,MN",45.005505,-93.244516,"1",Northeast,Northeast Park,"2","3",Westminster,"9686",2617DEDS0181,POLK ST NE,DEAD END (S),18TH AVE NE,RES,"2645","2",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"79","552",,,2013-05-24T00:00:00.000Z,"10828",0.000317109724166718
-93.310081,45.032505,"639",02/14/2019 02:13pm,"4239 Queen avenue North,Minneapolis,MN",45.032505,-93.310081,"4",Camden,Victory,"1","3",Westminster,"9667","270204200430",QUEEN AVE N,42ND AVE N,43RD AVE N,RES,"2615","15",CONCRETE7,S.GRAN.MAT.,"1970",,,,,,"86","753",,,2013-06-05T00:00:00.000Z,"10965",0.000292972804307439
-93.217322,44.932236,"640",02/14/2019 02:13pm,"3817 39th st e ,Minneapolis,MN",44.932236,-93.217322,"12",Longfellow,Howe,"6","3",Westminster,"7238","039403820392",39TH ST E,38TH AVE S,39TH AVE S,RES,"2670","16",ASPHALT7,CLASS 2,"1977",,,,"2008",,"91","331",,,2014-06-05T00:00:00.000Z,"4444",0.000174623145640485
-93.299708,45.00575,"641",02/14/2019 02:18pm,"2535 Irving Ave n,Minneapolis,MN",45.00575,-93.299708,"5",Near North,Jordan,"1","3",Westminster,"5708","026020021903",26TH AVE N,JAMES AVE N,IRVING AVE N,MSA,"240","1",CONCRETE,CLASS 5,"1970",,,,,"57",,"327",,,2011-06-06T00:00:00.000Z,"2524",0.000227663636797225
-93.21676,44.987423,"642",02/14/2019 02:19pm,"925 26TH AVE SE,Minneapolis,MN",44.987423,-93.21676,"2",University,Como,"4","3",Westminster,"2004","026333171345",26TH AVE SE,WEEKS AVE SE,COMO AVE SE,RES,"2584","10",CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"78","569",,,2012-07-13T00:00:00.000Z,"2611",0.000272353407114826
-93.280834,44.962316,"643",02/14/2019 02:19pm,"2009 Pillsbury Ave S,Minneapolis,MN",44.962316,-93.280834,"10",Powderhorn,Whittier,"3","3",Westminster,"7677","161326141213",FRANKLIN AVE W,PILLSBURY AVE,BLAISDELL AVE,CSAH,"005","1",ASPH/CONC,S.GRAN.MAT.,"1962",,,,"2011",,,"371",,,,"8328",0.00037755798452635
-93.294343,45.043543,"644",02/14/2019 02:21pm,"4851 dupont ave n ,Minneapolis,MN",45.043543,-93.294343,"4",Camden,Lind - Bohanon,"1","3",Westminster,"12096","141704800490",DUPONT AVE N,48TH AVE N,49TH AVE N,RES,"2739","4",ASPHALT7,CRUSH.CONC,"1984",,"2004","3",,,"75","664",,,2011-07-28T00:00:00.000Z,"7742",0.000304481245000683
-93.28113,44.932091,"645",02/14/2019 02:21pm,"3905 pillbury ave ,Minneapolis,MN",44.932091,-93.28113,"8",Southwest,King Field,"5","3",Westminster,"9773","039926141213",39TH ST W,PILLSBURY AVE,BLAISDELL AVE,RES,"2686","9",ASPHALT7m,CRUSH.CONC,"1978",,"1992","2",,,"63","430",,,2012-09-25T00:00:00.000Z,"4473",0.000199002897571278
-93.294368,45.047028,"646",02/14/2019 02:23pm,"5041 dupont ave n ,Minneapolis,MN",45.047028,-93.294368,"4",Camden,Lind - Bohanon,"1","3",Westminster,"4149","141705000510",DUPONT AVE N,50TH AVE N,51ST AVE N,RES,"2880","8",ASPHALT7m,CRUSH.CONC,"1993",,"2010","2",,,"86","669",,,2011-06-14T00:00:00.000Z,"7744",0.000304461874885295
-93.29544,45.004655,"647",02/14/2019 02:23pm,"1123 25th ave ,Minneapolis,MN",45.004655,-93.29544,"5",Near North,Jordan,"1","3",Westminster,"5999","025016171515",25TH AVE N,FREMONT AVE N,EMERSON AVE N,RES,"2740","9",ASPHALT7,CRUSH.CONC,"1991",,"2001","2",,,"64","396",,,2012-05-04T00:00:00.000Z,"2409",0.000165123862211211
-93.309493,45.004689,"648",02/14/2019 02:24pm,"2511 queen ave n,Minneapolis,MN",45.004689,-93.309493,"5",Near North,Willard - Hay,"1","3",Westminster,"5584","122202602702",WEST BROADWAY,26TH AVE N,QUEEN AVE N,CSAH,"081","1",ASPHALT9,CLASS 5,"2005",,,,,,,"725",,,,"12163",9.44113557969337e-07
-93.216104,44.990759,"649",02/14/2019 02:27pm,"1088 26TH AVE SE,Minneapolis,MN",44.990759,-93.216104,"1",University,Como,"4","3",Westminster,"2033","026330031501",26TH AVE SE,TALMAGE AVE SE,EAST HENNEPIN AVE,RES,"2984","12",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2005","1",,,"85","658",,,2013-06-14T00:00:00.000Z,"2613",0.000328980606419756
-93.285397,44.997233,"650",02/14/2019 02:27pm,"421 18th Ave. N.,Minneapolis,MN",44.997233,-93.285397,"5",Near North,Near - North,"1","3",Westminster,"1712","018022352416",18TH AVE N,LYN PARK AVE N,NEW YORK AVE,RES,"2721","5",ASPHALT7m,S.GRAN.MAT.,"1975",,,,"2014",,"100","219",,,2014-11-01T00:00:00.000Z,"1744",0.00016048873502768
-93.221132,44.97147,"651",02/14/2019 02:27pm,"155 26th ave se,Minneapolis,MN",44.97147,-93.221132,"2",University,Prospect Park - East River Road,"4","3",Westminster,"7067","026315181404",26TH AVE SE,ESSEX ST SE,DELAWARE ST SE,LOCAL,26ASE,"1",ASPHALT9,CRUSH.CONC,"1993",,"2005","2",,"90",,"409",,,2009-10-20T00:00:00.000Z,"2609",1.33441386416412e-05
-93.284005,44.95279,"652",02/14/2019 02:28pm,"2723 GRAND AVE S ,Minneapolis,MN",44.95279,-93.284005,"10",Powderhorn,Whittier,"3","3",Westminster,"4382","171502790289",GRAND AVE S,27TH ST W,28TH ST W,RES,"2728","4",ASPHALT7,CRUSH.CONC,"1983",,"1996","2",,,"69","654",,,2014-06-16T00:00:00.000Z,"8630",0.000248799023881414
-93.239372,45.012383,"653",02/14/2019 02:31pm,"2401 buchannan st ne,Minneapolis,MN",45.012383,-93.239372,"1",Northeast,Windom Park,"2","3",Westminster,"4985","122902312227",BUCHANAN ST NE,23RD AVE NE,LOWRY AVE NE,RES,"2645","12",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"79","657",,,2013-05-24T00:00:00.000Z,"7020",0.000333899963902202
-93.242899,45.018776,"654",02/14/2019 02:33pm,"1115 28th ave ne,Minneapolis,MN",45.018776,-93.242899,"1",Northeast,Audubon Park,"2","3",Westminster,"1556","028130051606",28TH AVE NE,TAYLOR ST NE,FILLMORE ST NE,RES,"2633","10",CONCRETE7,S.GRAN.MAT.,"1972",,,,,,"82","404",,,2013-06-06T00:00:00.000Z,"2844",0.000177487361829753
-93.267286,44.944833,"655",02/14/2019 02:49pm,"607 32nd st w,Minneapolis,MN",44.944833,-93.267286,"9",Powderhorn,Central,"5","3",Westminster,"5108","032426182505",32ND ST E,PORTLAND AVE,OAKLAND AVE,RES,"2647","8",ASPHALT7m,S.GRAN.MAT.,"1975",,"1995","3",,,"65","331",,,2013-05-31T00:00:00.000Z,"3395",0.000151542008137239
-93.216387,44.968736,"656",02/14/2019 02:51pm,"53 Arthur ave se,Minneapolis,MN",44.968736,-93.216387,"2",University,Prospect Park - East River Road,"4","3",Westminster,"10096","111011112513",ARTHUR AVE SE,ARTHUR PL SE,ORLIN AVE SE,RES,"2685","7",ASPHALT7,CRUSH.CONC,"1979",,,,"2010",,"85","1100",,,2013-07-18T00:00:00.000Z,"6695",0.000189290502083619
-93.243096,45.01877,"657",02/14/2019 02:54pm,"1111 28th ave ne,Minneapolis,MN",45.01877,-93.243096,"1",Northeast,Audubon Park,"2","3",Westminster,"1556","028130051606",28TH AVE NE,TAYLOR ST NE,FILLMORE ST NE,RES,"2633","10",CONCRETE7,S.GRAN.MAT.,"1972",,,,,,"82","404",,,2013-06-06T00:00:00.000Z,"2844",0.000172483025379734
-93.257722,44.972041,"658",02/14/2019 02:54pm,"1007 6th street ,Minneapolis,MN",44.972041,-93.257722,"3",Central,Elliot Park,"3","3",Westminster,"7172","006701020112",6TH ST S,10TH AVE S,11TH AVE S,MSA,"219","3",ASPHALT,CRUSH.CONC,"1981",,,,"2011","100",,"412",,,2011-11-01T00:00:00.000Z,"794",8.36888894317501e-06
-93.293356,45.007487,"659",02/14/2019 02:59pm,"2651 dupont Ave n,Minneapolis,MN",45.007487,-93.293356,"5",Near North,Hawthorne,"1","3",Westminster,"1893","027015151417",27TH AVE N,EMERSON AVE N,DUPONT AVE N,RES,"2605","10",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"66","327",Pavement Exception: APPROX HALF THE PVMT BTWN MORGAN & KNOX BUILT IN 2003.,,2013-05-27T00:00:00.000Z,"2705",0.000255574426110609
-93.292077,45.006948,"660",02/14/2019 03:02pm,"2633 Colfax Ave n,Minneapolis,MN",45.006948,-93.292077,"5",Near North,Hawthorne,"1","3",Westminster,"2412","133902600270",COLFAX AVE N,26TH AVE N,27TH AVE N,RES,"2883","2",ASPHALT7,CRUSH.CONC,"1993",,"1994","1",,,"72","656",,,2011-06-08T00:00:00.000Z,"7406",0.00029255557154581
-93.314405,45.020302,"661",02/14/2019 03:06pm,"2623 36th avenue North,Minneapolis,MN",45.020302,-93.314405,"4",Camden,Cleveland,"1","3",Westminster,"9197","036031063007",36TH AVE N,UPTON AVE N,THOMAS AVE N,RES,"2630","15",CONCRETE7,S.GRAN.MAT.,"1971",,,,,,"73","329",,,2013-08-01T00:00:00.000Z,"3920",0.000165413858932785
-93.296961,45.048066,"662",02/14/2019 03:06pm,"5113 Fremont ave n ,Minneapolis,MN",45.048066,-93.296961,"4",Camden,Lind - Bohanon,"1","3",Westminster,"5843","161705100520",FREMONT AVE N,51ST AVE N,52ND AVE N,RES,"2880","2",ASPHALT7m,CRUSH.CONC,"1993",,"2010","2",,,"86","659",,,2011-06-14T00:00:00.000Z,"8370",0.000325860966048025
-93.296935,45.047155,"663",02/14/2019 03:09pm,"5045 Fremont ave n ,Minneapolis,MN",45.047155,-93.296935,"4",Camden,Lind - Bohanon,"1","3",Westminster,"2589","161705000510",FREMONT AVE N,50TH AVE N,51ST AVE N,RES,"2880","1",ASPHALT7,CRUSH.CONC,"1993",,"2010","2",,,"86","670",,,2011-06-14T00:00:00.000Z,"8369",0.000300302874263155
-93.283965,44.951142,"664",02/14/2019 03:09pm,"2829 GRAND AVE S,Minneapolis,MN",44.951142,-93.283965,"10",Powderhorn,Whittier,"3","3",Westminster,"11288","171502892204",GRAND AVE S,28TH ST W,LAKE ST W,RES,"2728","3",ASPHALT9,CRUSH.CONC,"1983",,"1996","2",,,"69","1309",,,2014-06-16T00:00:00.000Z,"8631",0.000297130430075335
